speaker,saying,categories
헤르만 헤세,"누군가를 미워하고 있다면, 그 사람의 모습 속에 보이는 자신의 일부분을 미워하는 것이다. 나의 일부가 아닌 것은 거슬리지 않는다.",['미움']
콜레트,"진정한 여행자는 걸어서 다니는 자이며, 걸으면서도 자주 앉는다.",['여행자']
키케로,"죽는 것은 네가 아니라 오직 네 몸일 뿐이다. 네 외양이 드러내는 사람은 너 자신이 아니다. 네 손가락이 가리키는 겉모습이 아니라, 네 영혼이 네 진짜 자아이다.","['자기자신', '자아', '죽음']"
앙드레 지드,네 모습 그대로 미움 받는 것이 너 아닌 다른 모습으로 사랑 받는 것보다 낫다.,"['사랑', '미움']"
호메로스,자신이 공들이고 견뎌낸 모든 것을 기억하는 사람에게는 슬픔조차도 오랜 시간이 지나면 기쁨이 된다.,"['기억', '슬픔', '기쁨']"
윌리엄 셰익스피어,이름이란 게 무슨 소용인가? 장미꽃은 다른 이름으로 불리워져도 똑같이 향기로울 게 아닌가?,"['이름', '장미꽃']"
바바라 샤피로,자식을 키우다 그 역설과 부조리함에 웃게 될 때가 있다. 하지만 때로는 순수하게 기뻐서 웃기도 한다.,"['자식', '양육']"
마틴 루터 킹,우리가 가진 과학의 힘이 정신적 힘을 앞서고 있다. 우리에게는 유도 미사일과 잘못 유도된 사람들이 있다.,"['과학', '정신', '사람']"
크리스토퍼 몰리,진정한 책을 만났을 때는 틀림이 없다. 그것은 사랑에 빠지는 것과도 같다.,"['책(book)', '독서']"
척 팔라닉,나의 어느 부분도 원래부터 있었던 것이 아니다. 나는 모든 지인들의 노력의 집합체다.,"['자기자신', '인간관계']"
월터 페이터,우리가 해야할 일은 끊임없이 호기심을 갖고 새로운 생각을 시험해보고 새로운 인상을 받는 것이다.,"['배움', '인생살이']"
임마누엘 에르만 피히테,"행복하기 위해 살 수 없다면, 최소한 행복할 자격을 갖추기 위해 살자.",['행복']
모세 다얀,평화를 가져오고 싶거든 친구에게 말하지 말고 적에게 말하라.,"['평화', '친구', '적(enemy)']"
알레그라 켄트,사실 우리가 가진 것이라곤 마음대로 움직일 수 있는 몸과 근육 뿐이다.,"['재산', '몸(body)', '근육']"
헨리 데이비드 소로,한 권의 책을 읽음으로써 자신의 삶에서 새 시대를 본 사람이 너무나 많다.,"['독서', '책(book)']"
지미 듀란티,나는 음악이 싫다. 특히 연주될 때에는.,['음악']
공자,"어질지 않은 사람을 보면, 속으로 스스로 반성하라.","['반성', '자기자신']"
스튜어트 시튼,인간의 뇌는 정밀하면서도 그 능력이 아직까지 전부 알려지지 않았다는 점에서 가장 특이한 장치이다.,['뇌(brain)']
조지 버나드 쇼,사람들이 웃을 때도 삶이 여전히 진지한 것이듯 사람들이 죽을 때도 삶은 여전히 재미있는 것이다.,"['삶', '인생', '웃음', '죽음']"
커트 코베인,"나는 아홉 살 때까지 정말 행복한 어린 시절을 보냈지만, 그 후 이혼이라는 전형적인 역경에 큰 영향을 받았다.","['행복', '이혼', '인생살이']"
앤디 워홀,나는 이런 결론을 내렸다. 장삿속은 정말로 구역질 난다는 거다. 대중에 팔기 위해 장삿속이 짙어질수록 정말 구역질 난다.,"['장사', '판매']"
루트비히 비트겐슈타인,철학은 언어를 무기로 하여 우리의 지성에 걸린 주문과 싸우는 전투이다.,"['철학', '언어']"
가브리엘 코코 샤넬,무언가가 아니라 누군가가 되기로 결정을 하고 나면 얼마나 많은 걱정을 덜게 되는가.,"['결정', '자기자신']"
프란시스 퀄스,위험에 대한 두려움이 위험을 막게 하라. 두려워하지 않는 자는 위험에게 우위를 내준다.,"['위험', '두려움']"
제임스 고든,어떤 사람들만 의지가 있고 다른 사람들은 의지가 없는 게 아니다. 변화할 준비가 된 사람과 그렇지 않은 사람이 있을 뿐이다.,"['의지', '변화']"
타라 헌트,우선 돈을 벌기 위하여 제품을 디자인하면 아마도 사람들은 당신에게 아무것도 남기지 않을 것이다.,['디자인(design)']
바뤼흐 스피노자,만약 인간이 자유롭게 태어났고 계속해서 자유로웠더라면 선악에 대한 관념을 형성하지 않았을 것이다.,"['자유', '인간', '선악', '선(good)', '악(evil)']"
사무엘 존슨,외적인 영향에 좌우되고 싶지 않다면 먼저 자기 자신의 격렬한 감정부터 초월해야 한다.,"['감정', '자기자신']"
아리스토텔레스,의무를 즐기고 증오하고는 성품의 뛰어남과 큰 관계가 있다.,"['의무', '성품']"
헬렌 켈러,"인성은 쉽고 조용하게 계발될 수 없다. 시련과 고통의 경험을 통해서만 영혼은 강해지고, 야망이 고무되고, 성공이 이뤄질 수 있다.","['인성(character)', '경험', '시련', '고통']"
에드윈 웨이 틸,"인간에게 가을은 수확의 시간, 함께 모이는 시간이다. 자연에게는 가을은 씨를 뿌리고 외부로 흩어지는 시간이다.","['가을', '자연', '인간']"
빌 게이츠,사람들에게 문제점을 보여주고 해결방식을 제시하면 사람들이 실천에 옮기리라 믿는다.,"['실천', '문제', '해결']"
바뤼흐 스피노자,완전한 이성에 따라 자유로이 동의할 수 있는 사람만이 자유롭다.,"['자유', '이성(reason)']"
앙리 프레데릭 아미엘,"진실은 웅변과 미덕의 비결이다. 도덕적 권위의 기초이고, 예술과 인생의 정점이다.",['진실']
마릴린 퍼거슨,세월이 흐르면서 너의 신체는 걸어다니는 자서전이 되어 친구든 낯선 이든 모든 사람에게 네 삶의 크고 작은 난관을 말해 준다.,"['신체', '몸(body)']"
프란시스 무어 라페,저는 모든 두려움은 우리가 정체성을 억지로 부인하는데서 생겨난다 확신하며 자랐어요.,['두려움']
레노어 허시,종교서적이든 아니든 책을 크리스마스 선물로 주라. 책은 살찔 염려도 전혀 없고 죄책감에 시달리는 일도 거의 없고 영원히 개인소장할 수 있다.,"['선물', '책(book)']"
제임스 딘,배우가 되는 것은 세상에서 가장 외로운 일이다. 배우가 가진 것이라곤 집중력과 상상력뿐이다.,['배우']
벤저민 프랭클린,인생의 비극은 우리가 너무 일찍 늙고 너무 늦게 현명해 진다는 것이다.,"['인생', '현명']"
에드워드 A. 말로이,"대학 졸업장은 한 인간이 완성품이라는 증명이 아니라, 인생의 준비가 되었다는 표시이다.","['대학', '졸업장']"
셰리 카터 스콧,분노는 당신을 더 하찮게 만드는 반면 용서는 당신을 예전보다 뛰어난 사람으로 성장하게 한다.,"['분노(anger)', '용서']"
G. K. 체스터튼,저녁을 먹으며 음악을 듣는 행위는 요리사와 바이올리니스트 모두에 대한 모독이다.,"['음악', '식사']"
G. M. 트리벨리언,교육은 읽을 줄 알지만 무엇이 읽을 가치가 있는지는 모르는 수많은 사람을 배출해냈다.,"['교육', '읽기', '독서']"
피터 맥윌리엄스,당연히 실수는 개선할 점을 알려준다. 실수가 없다면 뭘 개선할지 어떻게 알겠는가?,"['실수', '개선']"
프리드리히 니체,예수는 너무 일찍 죽었다. 만일 그가 내 나이만큼 살았다면 자신의 교리를 부인했을 것이다.,['예수']
공자,겸손함이 없이 말하는 이는 말을 잘 하는 것의 어려움을 알게 될 것이니라.,"['겸손함', '말(words)']"
매트 플레워,절대로 죽음의 문을 두드리지 말고 벨을 누른 후 도망가! 죽음은 그걸 정말 싫어하거든!,['죽음']
탕생 부인,"우정이 깊어지는 것을 거부하지 말라. 열에 아홉이 아무 것도 가져다 주지 않을 때, 나머지 하나가 되돌려 줄 수 있으니.",['우정']
줄리아 차일드,화려하고 복잡한 걸작을 요리할 필요는 없다. 다만 신선한 재료로 좋은 음식을 요리하라.,"['요리', '음식']"
벤자민 프랭클린,돈의 가치를 알고자 하거든 가서 돈을 조금 빌려보라. 돈을 빌리러 가는 것은 슬픔을 빌리러 가는 것이다.,"['돈(money)', '슬픔']"
키케로,"최고의 인격과 가장 숭고한 재주를 갖춘 사람에게서 찾을 수 있는 덕성은 명예, 지식, 힘, 영예에 대한 채워지지 않는 열망이다.","['사람', '인격', '열망']"
에드몽 드 공쿠르,이 세상 그 어느 곳보다도 미술관에서 그림에 대한 훨씬 터무니 없는 의견이 오고간다.,"['그림', '미술관']"
앤 모로우 린드버그,좋은 의사소통은 블랙 커피만큼 자극적이고 각성 효과도 뛰어나다.,['의사소통(communication)']
마가릿 조,"주위 사람들, 심지어 가장 친한 친구들마저도 나를 지치게 한다. 외로움은 삶이라는 공동체에서 느낄 수 있는 최고의 기분임을 깨닫는다.","['외로움', '삶', '기분']"
이솝,"뭉치면 서고, 갈라지면 넘어진다.","['협동', '분열']"
제이 레노,이제 미국에는 평균체중인 사람보다 과체중인 사람이 더 많다. 그러니 이제 과체중이 평균이다. 당신이 새해 목표를 이루었다는 뜻이다.,"['체중', '몸무게']"
알렉산더 스미스,인간의 진정한 재산은 기억이다. 기억 속에서 인간은 가장 부유하면서 또 가장 빈곤하다.,"['기억', '인간', '재산']"
윌리엄 셰익스피어,나의 기도는 하늘로 비상하나 나의 마음은 지상에 머물러 있구나. 진정한 마음이 담기지 않은 기도가 어찌 천국에 다다를 수 있으랴.,"['기도', '마음']"
루이스 어드리크,그들은 믿음이 너무 강해서 정확히 무엇을 믿는지는 조금도 중요하지 않게 되었다. 그들 모두 완고함에만 빠져있었다.,['믿음']
데이브 모이러,행복한 결혼은 완벽한 부부가 만났을 때 이루어지는 게 아니다. 불완전한 부부가 서로의 차이점을 즐거이 받아들이는 법을 배울 때 이뤄지는 것이다.,"['결혼', '부부']"
존 듀이,자아는 이미 만들어진 것이 아니라 선택을 통해 계속해서 만들어 가는 것이다.,['자아(self)']
커트 코베인,나는 늘 평범한 사나이들한테서 어려움을 겪곤 했다. 그들은 늘 나에게 위협적이었다.,['남자']
로버트 스턴버그,"정열적인 사랑은 빨리 달아오른 만큼 빨리 식는다. 은은한 정은 그보다는 천천히 생기며, 헌신적인 마음은 그 보다도 더디다.","['정열', '사랑', '헌신']"
벤저민 디즈레일리,많이 보고 많이 겪고 많이 공부하는 것은 배움의 세 기둥이다.,['배움']
밥 호프,경기를 본다면 그것은 재미이다. 경기를 한다면 그것은 취미다. 만일 경기에 전념한다면 그것은 골프다.,"['경기(game)', '골프']"
바뤼흐 스피노자,인간이 획득할 수 있는 가장 고결한 행동은 이해하기 위한 배움이다. 이해하면 자유로워지기 때문이다.,"['이해', '배움']"
헨리 밀러,"눈에 보이는 대로의 삶, 사람, 사물, 문학, 음악에 관심을 가져라. 풍요로운 보물과 아름다운 영혼, 흥미로운 사람들로 넘쳐나는 세상에 가슴이 뛴다. 자신을 잊어라.","['관심', '인생', '삶', '세상', '자기자신']"
리타 러드너,전 결혼이 좋아요. 평생 괴롭히고 싶은 특별한 한 사람을 발견하는 것은 정말 멋진 일이거든요.,['결혼']
아이작 아시모프,컴퓨터의 비인간성 중 일부는 일단 완벽하게 프로그래밍되어 제대로 돌아가면 완전히 정직하다는 것이다.,['컴퓨터']
아들라이 E. 스티븐슨,제가 정의하는 자유 사회란 인기가 없어도 안전한 사회입니다.,"['자유', '사회']"
마크 트웨인,어머니와 나는 수도 없이 부딪쳤지만 어머니는 그걸 즐기셨던 것 같다.,['어머니']
로빈 그린,"시간은 우리가 나누어 놓은 것일 뿐이다. 과거와 현재라는 것도 모두 임의로 정한 것이다. 아메리카 원주민들은 시간을 선(線)으로 생각하지 않는다. 시간에 맞고, 시간에 늦고, 나는 충분한 시간이 결코 없지만, 원형의 시간, 즉 시간은 자전거 바퀴 같다. 모든 순간이 언제나 일어난다.",['시간']
조지 버나드 쇼,실수하며 보낸 인생은 아무 것도 하지 않고 보낸 인생보다 훨씬 존경스러울 뿐 아니라 훨씬 더 유용하다.,"['실수', '인생']"
마크 트웨인,이상하게도 세상에는 신체적 용기는 흔한 반면 도덕적 용기는 드물다.,['용기(courage)']
찰리 채플린,올바른 순간에 잘못된 행동을 하는 것이 삶의 모순 중 하나라고 생각한다.,"['삶', '인생', '모순']"
프리드리히 니체,"망각하는 자는 복이 있나니, 자신의 실수조차 잊기 때문이라.","['망각', '실수']"
데일 카네기,외부로부터 갈채만 구하는 사람은 자기의 모든 행복을 타인에게 맡기고 있다.,"['행복', '자기자신']"
로렌스 J. 피터,화가 날 때는 말을 하라. 당신은 두고두고 후회할 최고의 연설을 하게 될 것이다.,"['화(anger)', '말(speak)']"
아리스토텔레스,좋은 인간이 되는 것과 좋은 시민이 되는 것이 항상 같은 것은 아니다.,"['시민', '인간']"
